sample	tissue	type	sample_type
GTEX-11GSP-0011-R6b-SM-57WBQ	LGG	LGG_normal_GTEx	normal
GTEX-NL3H-0011-R11A-SM-2I3E6	LGG	LGG_normal_GTEx	normal
GTEX-NL3H-0011-R1a-SM-48TDJ	LGG	LGG_normal_GTEx	normal
GTEX-12ZZZ-0011-R3b-SM-5DUXK	LGG	LGG_normal_GTEx	normal
GTEX-11GSP-0011-R7b-SM-57WC3	LGG	LGG_normal_GTEx	normal
GTEX-RU72-0011-R2A-SM-2TF6O	LGG	LGG_normal_GTEx	normal
GTEX-13FHO-2926-SM-5L3ES	LGG	LGG_normal_GTEx	normal
GTEX-X4EP-0011-R10B-SM-4QASJ	LGG	LGG_normal_GTEx	normal
GTEX-X4EP-0011-R1A-SM-3P624	LGG	LGG_normal_GTEx	normal
GTEX-1128S-2826-SM-5N9DI	LGG	LGG_normal_GTEx	normal
GTEX-144GL-0011-R1a-SM-5PNZ5	LGG	LGG_normal_GTEx	normal
GTEX-13OW8-0011-R8a-SM-5L3G5	LGG	LGG_normal_GTEx	normal
GTEX-13NZA-0011-R11b-SM-5KM4W	LGG	LGG_normal_GTEx	normal
GTEX-TSE9-0011-R11A-SM-3DB7N	LGG	LGG_normal_GTEx	normal
GTEX-13OW5-0011-R9b-SM-5O9CL	LGG	LGG_normal_GTEx	normal
GTEX-11DZ1-2926-SM-5A5KI	LGG	LGG_normal_GTEx	normal
GTEX-T6MN-0011-R6A-SM-5CHQD	LGG	LGG_normal_GTEx	normal
GTEX-14DAQ-3026-SM-5S2QZ	LGG	LGG_normal_GTEx	normal
GTEX-X4EP-0011-R9B-SM-4QASI	LGG	LGG_normal_GTEx	normal
GTEX-11NV4-0011-R5a-SM-5NQ88	LGG	LGG_normal_GTEx	normal
GTEX-XLM4-0011-R11A-SM-4AT46	LGG	LGG_normal_GTEx	normal
GTEX-WL46-0011-R3A-SM-3TW8E	LGG	LGG_normal_GTEx	normal
GTEX-13SLW-0011-R8b-SM-5SI64	LGG	LGG_normal_GTEx	normal
GTEX-ZE7O-0011-R10a-SM-57WAZ	LGG	LGG_normal_GTEx	normal
GTEX-ZVT3-3026-SM-5E43N	LGG	LGG_normal_GTEx	normal
GTEX-12WSM-0011-R7b-SM-5EGLD	LGG	LGG_normal_GTEx	normal
GTEX-ZV68-0011-R7a-SM-51MT4	LGG	LGG_normal_GTEx	normal
GTEX-ZE7O-0011-R6a-SM-57WCI	LGG	LGG_normal_GTEx	normal
GTEX-12WSF-0011-R1a-SM-5DUVI	LGG	LGG_normal_GTEx	normal
GTEX-139TS-0011-R10a-SM-5K7TU	LGG	LGG_normal_GTEx	normal
GTEX-XLM4-0011-R7A-SM-4AT5L	LGG	LGG_normal_GTEx	normal
GTEX-13SLX-0011-R10a-SM-5P9HV	LGG	LGG_normal_GTEx	normal
GTEX-12WS9-0011-R4b-SM-5P9EU	LGG	LGG_normal_GTEx	normal
GTEX-13FLV-0011-R11a-SM-5LZZ7	LGG	LGG_normal_GTEx	normal
GTEX-UTHO-0011-R5A-SM-3GIJD	LGG	LGG_normal_GTEx	normal
GTEX-11NV4-2226-SM-5BC4T	LGG	LGG_normal_GTEx	normal
GTEX-12ZZX-0011-R3b-SM-5EGLH	LGG	LGG_normal_GTEx	normal
GTEX-13FLV-0011-R8a-SM-5LZZE	LGG	LGG_normal_GTEx	normal
GTEX-YFC4-0011-R11a-SM-4SOK6	LGG	LGG_normal_GTEx	normal
GTEX-N7MS-0011-R11A-SM-2HMJS	LGG	LGG_normal_GTEx	normal
GTEX-13X6I-0011-R11a-SM-5P9HN	LGG	LGG_normal_GTEx	normal
GTEX-11EMC-3226-SM-5EGKW	LGG	LGG_normal_GTEx	normal
GTEX-13QIC-2926-SM-5J2NF	LGG	LGG_normal_GTEx	normal
GTEX-QMR6-0011-R4A-SM-32PKU	LGG	LGG_normal_GTEx	normal
GTEX-13PDP-2926-SM-5N9E8	LGG	LGG_normal_GTEx	normal
GTEX-T5JC-2326-SM-32PMR	LGG	LGG_normal_GTEx	normal
GTEX-N7MS-0011-R6a-SM-2HMJ4	LGG	LGG_normal_GTEx	normal
GTEX-13112-0011-R5b-SM-5DUV8	LGG	LGG_normal_GTEx	normal
GTEX-Y8DK-0011-R3A-SM-4RTW5	LGG	LGG_normal_GTEx	normal
GTEX-Y8DK-0011-R5B-SM-4RTW6	LGG	LGG_normal_GTEx	normal
GTEX-14753-0011-R10b-SM-5S2WE	LGG	LGG_normal_GTEx	normal
GTEX-X4XX-0011-R6B-SM-46MWP	LGG	LGG_normal_GTEx	normal
GTEX-13CZV-0011-R3a-SM-5KM27	LGG	LGG_normal_GTEx	normal
GTEX-14753-0011-R8b-SM-5S2U1	LGG	LGG_normal_GTEx	normal
GTEX-TSE9-0011-R11A-SM-5CHQP	LGG	LGG_normal_GTEx	normal
GTEX-13NZA-0011-R8b-SM-5KM2Q	LGG	LGG_normal_GTEx	normal
GTEX-Z93S-0011-R6b-SM-4RGNJ	LGG	LGG_normal_GTEx	normal
GTEX-X4EP-0011-R7B-SM-4PQZW	LGG	LGG_normal_GTEx	normal
GTEX-117YW-2926-SM-5GIEQ	LGG	LGG_normal_GTEx	normal
GTEX-132Q8-0011-R11b-SM-5DUW9	LGG	LGG_normal_GTEx	normal
GTEX-13JUV-0011-R10b-SM-5LZXR	LGG	LGG_normal_GTEx	normal
GTEX-13QJC-0011-R9b-SM-5PNX3	LGG	LGG_normal_GTEx	normal
GTEX-11OC5-0726-SM-5P9JK	LGG	LGG_normal_GTEx	normal
GTEX-14A5I-2926-SM-5Q5CQ	LGG	LGG_normal_GTEx	normal
GTEX-N7MS-2425-SM-26GMU	LGG	LGG_normal_GTEx	normal
GTEX-13X6J-0011-R3b-SM-5P9K5	LGG	LGG_normal_GTEx	normal
GTEX-11WQC-0011-R7b-SM-5BC7A	LGG	LGG_normal_GTEx	normal
GTEX-12WSB-0011-R1b-SM-5P9EY	LGG	LGG_normal_GTEx	normal
GTEX-12WSB-0011-R5b-SM-5GU67	LGG	LGG_normal_GTEx	normal
GTEX-RVPV-0011-R11A-SM-2TF6F	LGG	LGG_normal_GTEx	normal
GTEX-N7MT-0011-R10A-SM-2I3E1	LGG	LGG_normal_GTEx	normal
GTEX-1477Z-0011-R3b-SM-5PNX9	LGG	LGG_normal_GTEx	normal
GTEX-N7MT-0011-R1a-SM-5SI7S	LGG	LGG_normal_GTEx	normal
GTEX-13X6J-3026-SM-5Q5CU	LGG	LGG_normal_GTEx	normal
GTEX-13OW6-0011-R4a-SM-5O9DX	LGG	LGG_normal_GTEx	normal
GTEX-X261-0011-R5A-SM-3NMB4	LGG	LGG_normal_GTEx	normal
GTEX-RNOR-0011-R9A-SM-2TF52	LGG	LGG_normal_GTEx	normal
GTEX-ZAB4-0011-R8b-SM-4SOKF	LGG	LGG_normal_GTEx	normal
GTEX-N7MT-0011-R6a-SM-2I3G3	LGG	LGG_normal_GTEx	normal
GTEX-13O3O-0011-R10a-SM-5LUA9	LGG	LGG_normal_GTEx	normal
GTEX-ZVZQ-0011-R4b-SM-57WCZ	LGG	LGG_normal_GTEx	normal
GTEX-139UC-0011-R3b-SM-5K7VZ	LGG	LGG_normal_GTEx	normal
GTEX-ZVZQ-0011-R6b-SM-57WAY	LGG	LGG_normal_GTEx	normal
GTEX-X585-0011-R2B-SM-46MVF	LGG	LGG_normal_GTEx	normal
GTEX-13O3O-0011-R4b-SM-5KM3F	LGG	LGG_normal_GTEx	normal
GTEX-139UC-0011-R9a-SM-5K7W7	LGG	LGG_normal_GTEx	normal
GTEX-11OF3-3126-SM-5GU5E	LGG	LGG_normal_GTEx	normal
GTEX-1313W-0011-R4b-SM-5KLZV	LGG	LGG_normal_GTEx	normal
GTEX-139UC-3126-SM-5J1OY	LGG	LGG_normal_GTEx	normal
GTEX-13RTJ-3126-SM-5S2Q4	LGG	LGG_normal_GTEx	normal
GTEX-T6MN-0011-R1A-SM-32QOY	LGG	LGG_normal_GTEx	normal
GTEX-X261-3126-SM-4PQZC	LGG	LGG_normal_GTEx	normal
GTEX-139UW-0011-R11a-SM-5IJGN	LGG	LGG_normal_GTEx	normal
GTEX-OXRO-0011-R9A-SM-3NB1X	LGG	LGG_normal_GTEx	normal
GTEX-1399T-0011-R1b-SM-5DUWN	LGG	LGG_normal_GTEx	normal
GTEX-Y8DK-0826-SM-4TT3T	LGG	LGG_normal_GTEx	normal
GTEX-13NYB-0011-R7a-SM-5MR5D	LGG	LGG_normal_GTEx	normal
GTEX-RVPU-0011-R6A-SM-2XCAC	LGG	LGG_normal_GTEx	normal
GTEX-13X6K-2926-SM-5Q5D5	LGG	LGG_normal_GTEx	normal
GTEX-13JVG-3126-SM-5L3FH	LGG	LGG_normal_GTEx	normal
GTEX-12WSC-2926-SM-5BC5Z	LGG	LGG_normal_GTEx	normal
GTEX-ZF28-3026-SM-4WKHP	LGG	LGG_normal_GTEx	normal
GTEX-T2IS-0011-R3A-SM-32QPB	LGG	LGG_normal_GTEx	normal
GTEX-11WQK-3126-SM-5EGI2	LGG	LGG_normal_GTEx	normal
GTEX-13OW7-0011-R11a-SM-5O9DY	LGG	LGG_normal_GTEx	normal
GTEX-11GSO-0011-R2a-SM-57WDF	LGG	LGG_normal_GTEx	normal
GTEX-14ASI-0011-R10b-SM-5S2VZ	LGG	LGG_normal_GTEx	normal
GTEX-13FHO-0011-R3b-SM-5K7YA	LGG	LGG_normal_GTEx	normal
GTEX-1313W-3126-SM-5LZUI	LGG	LGG_normal_GTEx	normal
GTEX-147GR-0011-R2b-SM-5S2RQ	LGG	LGG_normal_GTEx	normal
GTEX-QVJO-0011-R6A-SM-2S1QN	LGG	LGG_normal_GTEx	normal
GTEX-13PVQ-3026-SM-5SI93	LGG	LGG_normal_GTEx	normal
GTEX-12WSD-0011-R9a-SM-5GU6W	LGG	LGG_normal_GTEx	normal
GTEX-139T4-0011-R9b-SM-5HL6S	LGG	LGG_normal_GTEx	normal
GTEX-WVLH-0011-R4A-SM-3MJFS	LGG	LGG_normal_GTEx	normal
GTEX-XOTO-0011-R8A-SM-4B65J	LGG	LGG_normal_GTEx	normal
GTEX-13VXU-2926-SM-5LU5C	LGG	LGG_normal_GTEx	normal
GTEX-QVJO-1325-SM-2S1QX	LGG	LGG_normal_GTEx	normal
GTEX-13NZ8-3026-SM-5L3D4	LGG	LGG_normal_GTEx	normal
GTEX-147GR-3026-SM-5S2ML	LGG	LGG_normal_GTEx	normal
GTEX-11ZTS-0011-R1a-SM-5BC71	LGG	LGG_normal_GTEx	normal
GTEX-13O3Q-0011-R1b-SM-5KM3L	LGG	LGG_normal_GTEx	normal
GTEX-13FXS-0011-R1a-SM-5K7U6	LGG	LGG_normal_GTEx	normal
GTEX-13CF2-0011-R1a-SM-5LZY1	LGG	LGG_normal_GTEx	normal
GTEX-13FXS-0011-R2b-SM-5K7XX	LGG	LGG_normal_GTEx	normal
GTEX-Q2AG-0011-R11A-SM-2HMKZ	LGG	LGG_normal_GTEx	normal
GTEX-WVLH-3026-SM-3MJG9	LGG	LGG_normal_GTEx	normal
GTEX-13FXS-0011-R7a-SM-5L3FC	LGG	LGG_normal_GTEx	normal
GTEX-RU72-0011-R5A-SM-2TF6U	LGG	LGG_normal_GTEx	normal
GTEX-12ZZZ-0011-R5a-SM-5EQ4M	LGG	LGG_normal_GTEx	normal
GTEX-144GL-0011-R11b-SM-5P9F6	LGG	LGG_normal_GTEx	normal
GTEX-13FHP-0011-R11b-SM-5LZXP	LGG	LGG_normal_GTEx	normal
GTEX-QVUS-0011-R4A-SM-3GAE7	LGG	LGG_normal_GTEx	normal
GTEX-WWYW-0011-R10A-SM-3NB35	LGG	LGG_normal_GTEx	normal
GTEX-QVUS-0011-R8A-SM-3GAD7	LGG	LGG_normal_GTEx	normal
GTEX-13SLW-0011-R10a-SM-5S2UI	LGG	LGG_normal_GTEx	normal
GTEX-13VXU-0011-R11b-SM-5O9DJ	LGG	LGG_normal_GTEx	normal
GTEX-13FTY-0011-R11a-SM-5IJEA	LGG	LGG_normal_GTEx	normal
GTEX-144GL-0011-R8a-SM-5Q5B1	LGG	LGG_normal_GTEx	normal
GTEX-WWYW-0011-R8A-SM-3NB3S	LGG	LGG_normal_GTEx	normal
GTEX-Z93S-0011-R7b-SM-4RGNK	LGG	LGG_normal_GTEx	normal
GTEX-14E7W-2926-SM-5S2R8	LGG	LGG_normal_GTEx	normal
GTEX-13G51-0011-R2b-SM-5LZXS	LGG	LGG_normal_GTEx	normal
GTEX-13G51-0011-R6b-SM-5LZX4	LGG	LGG_normal_GTEx	normal
GTEX-NPJ7-0011-R11A-SM-2I3E8	LGG	LGG_normal_GTEx	normal
GTEX-13OVL-0011-R1a-SM-5L3H5	LGG	LGG_normal_GTEx	normal
GTEX-WL46-0011-R9A-SM-3MJFP	LGG	LGG_normal_GTEx	normal
GTEX-144GL-2926-SM-5O99F	LGG	LGG_normal_GTEx	normal
GTEX-12WSE-2926-SM-5RQJ9	LGG	LGG_normal_GTEx	normal
GTEX-UTHO-0011-R10A-SM-3GIJQ	LGG	LGG_normal_GTEx	normal
GTEX-14BIN-0011-R6a-SM-5S2RH	LGG	LGG_normal_GTEx	normal
GTEX-13FHP-3026-SM-5IJBS	LGG	LGG_normal_GTEx	normal
GTEX-NPJ7-0011-R6a-SM-2I3G7	LGG	LGG_normal_GTEx	normal
GTEX-P44H-2426-SM-2XCEJ	LGG	LGG_normal_GTEx	normal
GTEX-12WSF-0011-R6b-SM-5HL8W	LGG	LGG_normal_GTEx	normal
GTEX-13QIC-0011-R1a-SM-5O9CJ	LGG	LGG_normal_GTEx	normal
GTEX-WZTO-0011-R8A-SM-4E3II	LGG	LGG_normal_GTEx	normal
GTEX-13PDP-0011-R8b-SM-5O9CS	LGG	LGG_normal_GTEx	normal
GTEX-13FLV-0011-R7b-SM-5K7WW	LGG	LGG_normal_GTEx	normal
GTEX-12WSM-2126-SM-5GCOC	LGG	LGG_normal_GTEx	normal
GTEX-145MG-0011-R7b-SM-5P9JY	LGG	LGG_normal_GTEx	normal
GTEX-S7SE-0011-R1A-SM-2XCDE	LGG	LGG_normal_GTEx	normal
GTEX-QMR6-0011-R5A-SM-32PKT	LGG	LGG_normal_GTEx	normal
GTEX-YFC4-0011-R1a-SM-4V6EH	LGG	LGG_normal_GTEx	normal
GTEX-13IVO-0011-R10a-SM-5LZY3	LGG	LGG_normal_GTEx	normal
GTEX-13IVO-0011-R11b-SM-5LZXQ	LGG	LGG_normal_GTEx	normal
GTEX-ZE9C-0011-R11a-SM-4WKGG	LGG	LGG_normal_GTEx	normal
GTEX-13OVL-3026-SM-5IJF1	LGG	LGG_normal_GTEx	normal
GTEX-YFC4-0011-R5a-SM-4RGLR	LGG	LGG_normal_GTEx	normal
GTEX-NPJ8-0011-R3a-SM-2HMIW	LGG	LGG_normal_GTEx	normal
GTEX-13IVO-0011-R8a-SM-5L3DY	LGG	LGG_normal_GTEx	normal
GTEX-139TT-0011-R3b-SM-5K7VL	LGG	LGG_normal_GTEx	normal
GTEX-NPJ8-0011-R6a-SM-2HMKB	LGG	LGG_normal_GTEx	normal
GTEX-13X6I-0011-R9b-SM-5PNZJ	LGG	LGG_normal_GTEx	normal
GTEX-11O72-2826-SM-5HL6W	LGG	LGG_normal_GTEx	normal
GTEX-XMD1-0011-R2B-SM-4AT5N	LGG	LGG_normal_GTEx	normal
GTEX-ZAJG-3126-SM-5HL9J	LGG	LGG_normal_GTEx	normal
GTEX-144GL-0011-R7b-SM-5P9HX	LGG	LGG_normal_GTEx	normal
GTEX-11ZUS-0011-R8a-SM-5BC73	LGG	LGG_normal_GTEx	normal
GTEX-12WSH-0011-R11a-SM-5LZVM	LGG	LGG_normal_GTEx	normal
GTEX-144GO-0011-R7b-SM-5S2TT	LGG	LGG_normal_GTEx	normal
GTEX-13NYB-0011-R6b-SM-5MR51	LGG	LGG_normal_GTEx	normal
GTEX-RVPU-0011-R8A-SM-2TF74	LGG	LGG_normal_GTEx	normal
GTEX-X4XX-3026-SM-3NMB2	LGG	LGG_normal_GTEx	normal
GTEX-RVPU-0011-R8A-SM-5SI8I	LGG	LGG_normal_GTEx	normal
GTEX-13JUV-0011-R7b-SM-5LZZG	LGG	LGG_normal_GTEx	normal
GTEX-11OC5-0626-SM-5HL6M	LGG	LGG_normal_GTEx	normal
GTEX-145MI-0011-R10a-SM-5PNZD	LGG	LGG_normal_GTEx	normal
GTEX-X4XY-0011-R8A-SM-46MVC	LGG	LGG_normal_GTEx	normal
GTEX-11OF3-0011-R7a-SM-57WCG	LGG	LGG_normal_GTEx	normal
GTEX-11OF3-0011-R6b-SM-57WBG	LGG	LGG_normal_GTEx	normal
GTEX-145LS-0011-R5a-SM-5SI65	LGG	LGG_normal_GTEx	normal
GTEX-132Q8-2926-SM-5IFFP	LGG	LGG_normal_GTEx	normal
GTEX-13RTJ-0011-R3a-SM-5PNX7	LGG	LGG_normal_GTEx	normal
GTEX-13RTJ-0011-R5a-SM-5P9HR	LGG	LGG_normal_GTEx	normal
GTEX-12WSH-3126-SM-5LZW8	LGG	LGG_normal_GTEx	normal
GTEX-OHPN-0011-R4A-SM-2I5FD	LGG	LGG_normal_GTEx	normal
GTEX-13PLJ-0011-R3a-SM-5O9DT	LGG	LGG_normal_GTEx	normal
GTEX-13RTJ-0011-R8b-SM-5O9DL	LGG	LGG_normal_GTEx	normal
GTEX-ZVZQ-0011-R1a-SM-57WBU	LGG	LGG_normal_GTEx	normal
GTEX-13OW6-0011-R7b-SM-5L3H4	LGG	LGG_normal_GTEx	normal
GTEX-13NYB-3226-SM-5J2ND	LGG	LGG_normal_GTEx	normal
GTEX-13OW6-0011-R8a-SM-5L3GF	LGG	LGG_normal_GTEx	normal
GTEX-11WQK-0011-R10a-SM-5BC6R	LGG	LGG_normal_GTEx	normal
GTEX-T6MN-0011-R10A-SM-32QP7	LGG	LGG_normal_GTEx	normal
GTEX-13OVH-2926-SM-5IJFH	LGG	LGG_normal_GTEx	normal
GTEX-13O3O-0011-R5b-SM-5KM44	LGG	LGG_normal_GTEx	normal
GTEX-X585-0011-R6A-SM-46MVJ	LGG	LGG_normal_GTEx	normal
GTEX-12WSC-0011-R5b-SM-5CVNS	LGG	LGG_normal_GTEx	normal
GTEX-YJ89-0011-R1a-SM-4RGLS	LGG	LGG_normal_GTEx	normal
GTEX-RNOR-2326-SM-2TF4I	LGG	LGG_normal_GTEx	normal
GTEX-ZF28-0011-R3a-SM-4WWDA	LGG	LGG_normal_GTEx	normal
GTEX-13NYS-0011-R11b-SM-5MR4P	LGG	LGG_normal_GTEx	normal
GTEX-R55E-0011-R1A-SM-2TC6N	LGG	LGG_normal_GTEx	normal
GTEX-T6MN-0011-R3A-SM-5CHS4	LGG	LGG_normal_GTEx	normal
GTEX-13NYS-0011-R6b-SM-5MR3R	LGG	LGG_normal_GTEx	normal
GTEX-11ZUS-0011-R10b-SM-5BC79	LGG	LGG_normal_GTEx	normal
GTEX-13FLW-0011-R8b-SM-5J1MZ	LGG	LGG_normal_GTEx	normal
GTEX-ZDXO-0011-R2b-SM-4WKFG	LGG	LGG_normal_GTEx	normal
GTEX-ZDXO-0011-R3a-SM-4WKFS	LGG	LGG_normal_GTEx	normal
GTEX-YJ89-0011-R9a-SM-4SOK7	LGG	LGG_normal_GTEx	normal
GTEX-T6MN-0011-R7A-SM-32QP5	LGG	LGG_normal_GTEx	normal
GTEX-13FTY-0011-R9b-SM-5KM2U	LGG	LGG_normal_GTEx	normal
GTEX-145LU-0011-R11b-SM-5P9JX	LGG	LGG_normal_GTEx	normal
GTEX-T6MN-0011-R9A-SM-32QOZ	LGG	LGG_normal_GTEx	normal
GTEX-T2IS-0011-R6A-SM-32QP2	LGG	LGG_normal_GTEx	normal
GTEX-12WSD-0011-R1b-SM-5LZVY	LGG	LGG_normal_GTEx	normal
GTEX-11GSO-0011-R1b-SM-57WD3	LGG	LGG_normal_GTEx	normal
GTEX-QVJO-0011-R2A-SM-2S1QK	LGG	LGG_normal_GTEx	normal
GTEX-R55F-0011-R5A-SM-2TF5L	LGG	LGG_normal_GTEx	normal
GTEX-131YS-0011-R11b-SM-5EGLM	LGG	LGG_normal_GTEx	normal
GTEX-11ONC-2926-SM-5P9JM	LGG	LGG_normal_GTEx	normal
GTEX-13S7M-0011-R7a-SM-5O9DK	LGG	LGG_normal_GTEx	normal
GTEX-13NZ8-0011-R1b-SM-5KM3V	LGG	LGG_normal_GTEx	normal
GTEX-QDT8-0011-R10A-SM-32PKG	LGG	LGG_normal_GTEx	normal
GTEX-1445S-0011-R3a-SM-5P9HY	LGG	LGG_normal_GTEx	normal
GTEX-QDT8-0011-R2A-SM-32PKQ	LGG	LGG_normal_GTEx	normal
GTEX-ZXG5-0011-R5b-SM-57WBN	LGG	LGG_normal_GTEx	normal
GTEX-P44G-0011-R10A-SM-2I3FF	LGG	LGG_normal_GTEx	normal
GTEX-P44G-0011-R11A-SM-2I3FD	LGG	LGG_normal_GTEx	normal
GTEX-13OVJ-0011-R8b-SM-5L3FS	LGG	LGG_normal_GTEx	normal
GTEX-11DXW-1126-SM-5H12Q	LGG	LGG_normal_GTEx	normal
GTEX-XOTO-2926-SM-4B65G	LGG	LGG_normal_GTEx	normal
GTEX-13OW7-2926-SM-5MR3Z	LGG	LGG_normal_GTEx	normal
GTEX-P44G-0011-R5A-SM-2I3FA	LGG	LGG_normal_GTEx	normal
GTEX-13N1W-0011-R1b-SM-5MR4T	LGG	LGG_normal_GTEx	normal
GTEX-13N1W-0011-R3a-SM-5MR5E	LGG	LGG_normal_GTEx	normal
GTEX-13N1W-0011-R4a-SM-5MR52	LGG	LGG_normal_GTEx	normal
GTEX-13CF2-0011-R11b-SM-5LZXO	LGG	LGG_normal_GTEx	normal
GTEX-11ZTS-0011-R3a-SM-5BC78	LGG	LGG_normal_GTEx	normal
GTEX-13CF2-0011-R8b-SM-5IJCX	LGG	LGG_normal_GTEx	normal
GTEX-PVOW-2526-SM-2XCF7	LGG	LGG_normal_GTEx	normal
GTEX-13O3Q-0011-R8b-SM-5KM2J	LGG	LGG_normal_GTEx	normal
GTEX-13CF2-0011-R5a-SM-5LZWS	LGG	LGG_normal_GTEx	normal
GTEX-14BIM-0011-R3b-SM-5S2RL	LGG	LGG_normal_GTEx	normal
GTEX-Y111-2826-SM-4TT3O	LGG	LGG_normal_GTEx	normal
GTEX-X4EP-0011-R4B-SM-3P627	LGG	LGG_normal_GTEx	normal
GTEX-ZAB4-2926-SM-57WCV	LGG	LGG_normal_GTEx	normal
GTEX-QDT8-2926-SM-32PKC	LGG	LGG_normal_GTEx	normal
GTEX-13FHP-0011-R7b-SM-5LZYI	LGG	LGG_normal_GTEx	normal
GTEX-13OVJ-2726-SM-5IJG6	LGG	LGG_normal_GTEx	normal
GTEX-P44H-0011-R1A-SM-3NM8J	LGG	LGG_normal_GTEx	normal
GTEX-139T8-0011-R5b-SM-5J1MO	LGG	LGG_normal_GTEx	normal
GTEX-12WSM-0011-R1a-SM-5LZW6	LGG	LGG_normal_GTEx	normal
GTEX-13SLW-0011-R6a-SM-5O9BH	LGG	LGG_normal_GTEx	normal
GTEX-XLM4-0011-R10A-SM-5S2TN	LGG	LGG_normal_GTEx	normal
GTEX-13G51-0011-R8b-SM-5LZZ4	LGG	LGG_normal_GTEx	normal
GTEX-ZVT3-2926-SM-5GU6M	LGG	LGG_normal_GTEx	normal
GTEX-13OVL-0011-R5b-SM-5L3FU	LGG	LGG_normal_GTEx	normal
GTEX-14BIN-0011-R11a-SM-5SI79	LGG	LGG_normal_GTEx	normal
GTEX-Q2AG-2826-SM-2HMJQ	LGG	LGG_normal_GTEx	normal
GTEX-11H98-0011-R10b-SM-5NQ98	LGG	LGG_normal_GTEx	normal
GTEX-144GL-3026-SM-5Q5CW	LGG	LGG_normal_GTEx	normal
GTEX-13OVL-0011-R9a-SM-5P9GX	LGG	LGG_normal_GTEx	normal
GTEX-WZTO-0011-R5B-SM-3NMC5	LGG	LGG_normal_GTEx	normal
GTEX-UTHO-0011-R2A-SM-3GIKC	LGG	LGG_normal_GTEx	normal
GTEX-13SLX-0011-R11b-SM-5O9C8	LGG	LGG_normal_GTEx	normal
GTEX-13FLV-0011-R4a-SM-5LZYU	LGG	LGG_normal_GTEx	normal
GTEX-13PDP-0011-R1a-SM-5PNX5	LGG	LGG_normal_GTEx	normal
GTEX-WL46-2826-SM-3LK81	LGG	LGG_normal_GTEx	normal
GTEX-N7MS-0011-R10A-SM-2HMJK	LGG	LGG_normal_GTEx	normal
GTEX-13O1R-0011-R9b-SM-5KM33	LGG	LGG_normal_GTEx	normal
GTEX-QMR6-0011-R11A-SM-32PKK	LGG	LGG_normal_GTEx	normal
GTEX-S7SE-0011-R11A-SM-2XCDD	LGG	LGG_normal_GTEx	normal
GTEX-117XS-3026-SM-5N9CA	LGG	LGG_normal_GTEx	normal
GTEX-N7MS-0011-R1a-SM-2HMJG	LGG	LGG_normal_GTEx	normal
GTEX-QMR6-0011-R2A-SM-32PKV	LGG	LGG_normal_GTEx	normal
GTEX-X4XX-0011-R10B-SM-46MWO	LGG	LGG_normal_GTEx	normal
GTEX-N7MS-0011-R4a-SM-2HMKW	LGG	LGG_normal_GTEx	normal
GTEX-QMR6-1326-SM-32PLB	LGG	LGG_normal_GTEx	normal
GTEX-XLM4-3026-SM-4AT6L	LGG	LGG_normal_GTEx	normal
GTEX-ZE9C-0011-R4a-SM-4WKH6	LGG	LGG_normal_GTEx	normal
GTEX-145MH-0011-R5a-SM-5P9JT	LGG	LGG_normal_GTEx	normal
GTEX-N7MS-0011-R8a-SM-2YUMK	LGG	LGG_normal_GTEx	normal
GTEX-WZTO-2926-SM-3NM9I	LGG	LGG_normal_GTEx	normal
GTEX-13NYB-0011-R11a-SM-5KM3Q	LGG	LGG_normal_GTEx	normal
GTEX-1399T-0011-R11a-SM-5J2O1	LGG	LGG_normal_GTEx	normal
GTEX-12126-1026-SM-5P9JJ	LGG	LGG_normal_GTEx	normal
GTEX-XMD1-0011-R3B-SM-4AT5R	LGG	LGG_normal_GTEx	normal
GTEX-13CZV-0011-R7b-SM-5LZXH	LGG	LGG_normal_GTEx	normal
GTEX-13CZV-0011-R9a-SM-5LZXT	LGG	LGG_normal_GTEx	normal
GTEX-XMD1-0011-R8A-SM-4AT48	LGG	LGG_normal_GTEx	normal
GTEX-13X6I-2926-SM-5Q5C3	LGG	LGG_normal_GTEx	normal
GTEX-X4XX-2926-SM-3NMB1	LGG	LGG_normal_GTEx	normal
GTEX-13QJC-0011-R8b-SM-5S2U6	LGG	LGG_normal_GTEx	normal
GTEX-12WSH-0011-R6b-SM-5P9F4	LGG	LGG_normal_GTEx	normal
GTEX-11WQC-0011-R10a-SM-57WCT	LGG	LGG_normal_GTEx	normal
GTEX-139TT-2626-SM-5LZUB	LGG	LGG_normal_GTEx	normal
GTEX-13X6J-0011-R4b-SM-5P9K4	LGG	LGG_normal_GTEx	normal
GTEX-132Q8-0011-R7b-SM-5N9F1	LGG	LGG_normal_GTEx	normal
GTEX-OHPN-0011-R10A-SM-2I5FL	LGG	LGG_normal_GTEx	normal
GTEX-OHPN-0011-R11A-SM-2I5FM	LGG	LGG_normal_GTEx	normal
GTEX-11PRG-2826-SM-5BC54	LGG	LGG_normal_GTEx	normal
GTEX-PWO3-0011-R1A-SM-2I5EW	LGG	LGG_normal_GTEx	normal
GTEX-WHSE-0011-R5A-SM-3P5ZO	LGG	LGG_normal_GTEx	normal
GTEX-WHSE-0011-R4A-SM-3P5ZN	LGG	LGG_normal_GTEx	normal
GTEX-X261-0011-R10B-SM-4E3JT	LGG	LGG_normal_GTEx	normal
GTEX-ZZPT-3026-SM-5GZXH	LGG	LGG_normal_GTEx	normal
