sample	tissue	type	sample_type
GTEX-ZVZP-0004-SM-51MS8	DLBC	DLBC_normal_GTEx	normal
GTEX-11EQ9-0006-SM-5LUB6	DLBC	DLBC_normal_GTEx	normal
GTEX-XXEK-0004-SM-4BRWO	DLBC	DLBC_normal_GTEx	normal
GTEX-Y5V6-0003-SM-4V6FX	DLBC	DLBC_normal_GTEx	normal
GTEX-T6MO-0003-SM-3NMAG	DLBC	DLBC_normal_GTEx	normal
GTEX-R55C-0005-SM-3GAE9	DLBC	DLBC_normal_GTEx	normal
GTEX-Y8DK-0005-SM-4RGNR	DLBC	DLBC_normal_GTEx	normal
GTEX-Y8DK-0004-SM-4RGM7	DLBC	DLBC_normal_GTEx	normal
GTEX-11EMC-0006-SM-5O9DN	DLBC	DLBC_normal_GTEx	normal
GTEX-Y3IK-0001-SM-4WWE1	DLBC	DLBC_normal_GTEx	normal
GTEX-XGQ4-0005-SM-4AT5U	DLBC	DLBC_normal_GTEx	normal
GTEX-WVLH-0006-SM-3MJF7	DLBC	DLBC_normal_GTEx	normal
GTEX-Y9LG-0001-SM-4VBRQ	DLBC	DLBC_normal_GTEx	normal
GTEX-11ZTT-0006-SM-5N9FX	DLBC	DLBC_normal_GTEx	normal
GTEX-U8T8-0005-SM-3DB8F	DLBC	DLBC_normal_GTEx	normal
GTEX-Q734-0006-SM-2I3FJ	DLBC	DLBC_normal_GTEx	normal
GTEX-1497J-0005-SM-5NQBD	DLBC	DLBC_normal_GTEx	normal
GTEX-X261-0005-SM-4PQYX	DLBC	DLBC_normal_GTEx	normal
GTEX-YFCO-0005-SM-4W1ZI	DLBC	DLBC_normal_GTEx	normal
GTEX-P4PP-0005-SM-2HMKX	DLBC	DLBC_normal_GTEx	normal
